layer,kind,tensor,type,cols,rows,batch,calls,ms
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,1,16,18.248707
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,1,16,18.193545
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,1,16,18.661324
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,1,16,49.071523
15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,1,16,49.000097
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,1,16,50.131001
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,1,16,18.160380
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,1,16,18.209391
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,1,16,18.202505
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,1,16,18.586553
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,1,16,49.159104
16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,1,16,49.133595
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,1,16,50.734569
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,1,16,18.199543
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,1,16,18.186118
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,1,16,18.204423
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,1,16,18.615746
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,1,16,49.048787
17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,1,16,49.115590
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,1,16,50.187161
18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,1,16,18.187039
18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,1,16,18.193712
18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,1,16,18.249619
18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,1,16,18.644000
18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,1,16,48.988144
18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,1,16,49.017720
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,1,16,50.321642
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,1,16,18.238738
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,1,16,18.270847
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,1,16,18.218902
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,1,16,18.679928
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,1,16,51.055489
19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,1,16,55.883590
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,1,16,50.219832
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,1,16,18.254608
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,1,16,18.295507
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,1,16,18.182854
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,1,16,18.628900
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,1,16,49.090647
20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,1,16,48.965983
20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,1,16,50.140321
21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,1,16,18.230094
21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,1,16,18.238919
21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,1,16,18.177183
21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,1,16,18.633197
21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,1,16,49.711754
21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,1,16,49.055900
21,ffn_down,blk.21.ffn_down.weight,Q4_0,11008,4096,1,16,50.938031
22,q_proj,blk.22.attn_q.weight,Q4_0,4096,4096,1,16,18.227366
22,k_proj,blk.22.attn_k.weight,Q4_0,4096,4096,1,16,18.185769
22,v_proj,blk.22.attn_v.weight,Q4_0,4096,4096,1,16,18.228209
22,o_proj,blk.22.attn_output.weight,Q4_0,4096,4096,1,16,18.620882
22,ffn_gate,blk.22.ffn_gate.weight,Q4_0,4096,11008,1,16,48.937739
22,ffn_up,blk.22.ffn_up.weight,Q4_0,4096,11008,1,16,49.739355
22,ffn_down,blk.22.ffn_down.weight,Q4_0,11008,4096,1,16,50.152374
23,q_proj,blk.23.attn_q.weight,Q4_0,4096,4096,1,16,18.210138
23,k_proj,blk.23.attn_k.weight,Q4_0,4096,4096,1,16,18.222656
23,v_proj,blk.23.attn_v.weight,Q4_0,4096,4096,1,16,18.421914
23,o_proj,blk.23.attn_output.weight,Q4_0,4096,4096,1,16,18.611609
23,ffn_gate,blk.23.ffn_gate.weight,Q4_0,4096,11008,1,16,48.995606
23,ffn_up,blk.23.ffn_up.weight,Q4_0,4096,11008,1,16,49.110519
23,ffn_down,blk.23.ffn_down.weight,Q4_0,11008,4096,1,16,50.159696
24,q_proj,blk.24.attn_q.weight,Q4_0,4096,4096,1,16,18.372800
24,k_proj,blk.24.attn_k.weight,Q4_0,4096,4096,1,16,18.414099
24,v_proj,blk.24.attn_v.weight,Q4_0,4096,4096,1,16,18.199004
24,o_proj,blk.24.attn_output.weight,Q4_0,4096,4096,1,16,18.605529
24,ffn_gate,blk.24.ffn_gate.weight,Q4_0,4096,11008,1,16,49.011699
24,ffn_up,blk.24.ffn_up.weight,Q4_0,4096,11008,1,16,49.102565
24,ffn_down,blk.24.ffn_down.weight,Q4_0,11008,4096,1,16,50.128550
25,q_proj,blk.25.attn_q.weight,Q4_0,4096,4096,1,16,18.260930
25,k_proj,blk.25.attn_k.weight,Q4_0,4096,4096,1,16,18.984829
25,v_proj,blk.25.attn_v.weight,Q4_0,4096,4096,1,16,18.430517
25,o_proj,blk.25.attn_output.weight,Q4_0,4096,4096,1,16,18.704586
25,ffn_gate,blk.25.ffn_gate.weight,Q4_0,4096,11008,1,16,49.128097
25,ffn_up,blk.25.ffn_up.weight,Q4_0,4096,11008,1,16,49.144787
25,ffn_down,blk.25.ffn_down.weight,Q4_0,11008,4096,1,16,50.479809
26,q_proj,blk.26.attn_q.weight,Q4_0,4096,4096,1,16,18.253754
26,k_proj,blk.26.attn_k.weight,Q4_0,4096,4096,1,16,18.156933
26,v_proj,blk.26.attn_v.weight,Q4_0,4096,4096,1,16,18.246373
26,o_proj,blk.26.attn_output.weight,Q4_0,4096,4096,1,16,18.554126
26,ffn_gate,blk.26.ffn_gate.weight,Q4_0,4096,11008,1,16,49.067275
26,ffn_up,blk.26.ffn_up.weight,Q4_0,4096,11008,1,16,49.667684
26,ffn_down,blk.26.ffn_down.weight,Q4_0,11008,4096,1,16,51.661852
27,q_proj,blk.27.attn_q.weight,Q4_0,4096,4096,1,16,18.165971
27,k_proj,blk.27.attn_k.weight,Q4_0,4096,4096,1,16,18.999941
27,v_proj,blk.27.attn_v.weight,Q4_0,4096,4096,1,16,18.205475
27,o_proj,blk.27.attn_output.weight,Q4_0,4096,4096,1,16,18.648037
27,ffn_gate,blk.27.ffn_gate.weight,Q4_0,4096,11008,1,16,49.133428
27,ffn_up,blk.27.ffn_up.weight,Q4_0,4096,11008,1,16,49.137602
27,ffn_down,blk.27.ffn_down.weight,Q4_0,11008,4096,1,16,50.276726
28,q_proj,blk.28.attn_q.weight,Q4_0,4096,4096,1,16,18.240239
28,k_proj,blk.28.attn_k.weight,Q4_0,4096,4096,1,16,18.191422
28,v_proj,blk.28.attn_v.weight,Q4_0,4096,4096,1,16,18.179687
28,o_proj,blk.28.attn_output.weight,Q4_0,4096,4096,1,16,18.741603
28,ffn_gate,blk.28.ffn_gate.weight,Q4_0,4096,11008,1,16,49.048327
28,ffn_up,blk.28.ffn_up.weight,Q4_0,4096,11008,1,16,49.033837
28,ffn_down,blk.28.ffn_down.weight,Q4_0,11008,4096,1,16,50.076480
29,q_proj,blk.29.attn_q.weight,Q4_0,4096,4096,1,16,18.183943
29,k_proj,blk.29.attn_k.weight,Q4_0,4096,4096,1,16,18.225314
29,v_proj,blk.29.attn_v.weight,Q4_0,4096,4096,1,16,18.924930
29,o_proj,blk.29.attn_output.weight,Q4_0,4096,4096,1,16,18.838259
29,ffn_gate,blk.29.ffn_gate.weight,Q4_0,4096,11008,1,16,48.993092
29,ffn_up,blk.29.ffn_up.weight,Q4_0,4096,11008,1,16,49.053062
29,ffn_down,blk.29.ffn_down.weight,Q4_0,11008,4096,1,16,50.276979
30,q_proj,blk.30.attn_q.weight,Q4_0,4096,4096,1,16,18.263055
30,k_proj,blk.30.attn_k.weight,Q4_0,4096,4096,1,16,18.350359
30,v_proj,blk.30.attn_v.weight,Q4_0,4096,4096,1,16,18.222209
30,o_proj,blk.30.attn_output.weight,Q4_0,4096,4096,1,16,18.682424
30,ffn_gate,blk.30.ffn_gate.weight,Q4_0,4096,11008,1,16,49.769453
30,ffn_up,blk.30.ffn_up.weight,Q4_0,4096,11008,1,16,49.197487
30,ffn_down,blk.30.ffn_down.weight,Q4_0,11008,4096,1,16,50.420689
31,q_proj,blk.31.attn_q.weight,Q4_0,4096,4096,1,16,18.220524
31,k_proj,blk.31.attn_k.weight,Q4_0,4096,4096,1,16,18.266127
31,v_proj,blk.31.attn_v.weight,Q4_0,4096,4096,1,16,18.241751
31,o_proj,blk.31.attn_output.weight,Q4_0,4096,4096,1,16,18.588247
31,ffn_gate,blk.31.ffn_gate.weight,Q4_0,4096,11008,1,16,49.044570
31,ffn_up,blk.31.ffn_up.weight,Q4_0,4096,11008,1,16,50.551102
31,ffn_down,blk.31.ffn_down.weight,Q4_0,11008,4096,1,16,50.199563
