phase,layer,kind,tensor,type,cols,rows,batch,calls,ms
decode,8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,1,16,17.448386
decode,8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,1,16,17.468145
decode,8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,1,16,17.467660
decode,8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,1,16,17.837945
decode,8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,1,16,47.062619
decode,8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,1,16,46.946272
decode,8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,1,16,48.050224
decode,9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,1,16,17.486559
decode,9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,1,16,17.485084
decode,9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,1,16,17.461794
decode,9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,1,16,17.879053
decode,9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,1,16,46.956466
decode,9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,1,16,46.835993
decode,9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,1,16,48.450903
decode,10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,1,16,18.148807
decode,10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,1,16,17.442076
decode,10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,1,16,17.455561
decode,10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,1,16,17.870407
decode,10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,1,16,47.137571
decode,10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,1,16,47.526936
decode,10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,1,16,48.004548
